#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
          13    -0.51185    -0.51698 0.000918219
          14   -0.510789   -0.516538 0.000953199
          15   -0.517879   -0.516628 0.000893832
          16   -0.514102    -0.51647 0.000851793
          17   -0.512191   -0.516218 0.000838053
          18   -0.522584   -0.516572 0.000862905
          19   -0.516071   -0.516545 0.000817891
          20   -0.516964   -0.516566 0.000777264
          21    -0.51772   -0.516621 0.000742192
          22   -0.517365   -0.516655 0.000709226
          23   -0.512155   -0.516459 0.000704863
          24   -0.515435   -0.516417 0.000676786
          25   -0.514633   -0.516345 0.000653464
          26   -0.516553   -0.516353 0.000628379
          27   -0.515482   -0.516321 0.000605934
          28   -0.514226   -0.516246 0.000588893
          29   -0.515107   -0.516207 0.000569896
          30   -0.519871   -0.516329 0.000563832
          31   -0.515986   -0.516318 0.000545753
          32   -0.517263   -0.516347 0.000529496
          33   -0.510572   -0.516172 0.000541599
          34   -0.514674   -0.516128 0.000527461
          35   -0.519215   -0.516217 0.000519712
          36   -0.518112   -0.516269 0.000507936
          37   -0.523029   -0.516452 0.000526043
          38    -0.52196   -0.516597 0.000531793
          39   -0.518216   -0.516638 0.000519775
          40   -0.513112    -0.51655 0.000514204
          41   -0.523545   -0.516721 0.000529205
          42   -0.519268   -0.516781 0.000520067
          43    -0.51549   -0.516751 0.000508839
          44   -0.520767   -0.516843 0.000505393
          45   -0.519046   -0.516892 0.000496529
          46   -0.519317   -0.516944 0.000488525
          47   -0.513704   -0.516875 0.000482973
          48   -0.523864   -0.517021 0.000494369
          49   -0.514678   -0.516973 0.000486587
          50   -0.516825    -0.51697 0.000476865
          51   -0.521581   -0.517061 0.000476006
          52    -0.51743   -0.517068 0.000466905
          53   -0.509159   -0.516919 0.000481351
          54   -0.511907   -0.516826 0.000481301
          55   -0.516065   -0.516812 0.000472749
          56   -0.519214   -0.516855 0.000466249
          57   -0.524673   -0.516992 0.000477821
          58   -0.514704   -0.516953 0.000471208
          59   -0.517614   -0.516964 0.000463355
          60   -0.515489   -0.516939 0.000456284
          61   -0.512043   -0.516859 0.000455808
          62   -0.516378   -0.516851 0.000448522
          63   -0.520613   -0.516911 0.000445359
          64   -0.517471    -0.51692 0.000438486
          65   -0.519241   -0.516955 0.000433192
          66   -0.515596   -0.516935 0.000427118
          67   -0.511109   -0.516848 0.000429502
          68   -0.518173   -0.516867 0.000423628
          69   -0.518623   -0.516893 0.000418251
          70    -0.51491   -0.516864 0.000413235
          71   -0.518795   -0.516892 0.000408308
          72   -0.516345   -0.516884 0.000402708
          73   -0.517331    -0.51689 0.000397238
          74   -0.520262   -0.516936 0.000394474
          75   -0.519582   -0.516971 0.000390789
          76     -0.5184    -0.51699   0.0003861
          77   -0.519183   -0.517018 0.000382135
