#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            579         1.9107        1.94698     0.00436257
            580         1.9085        1.94691     0.00435555
            581        1.90645        1.94684     0.00434861
            582        1.90456        1.94677     0.00434174
            583        1.90283         1.9467     0.00433495
            584        1.90127        1.94662     0.00432823
            585        1.89988        1.94654     0.00432157
            586        1.89866        1.94646     0.00431496
            587        1.89761        1.94637     0.00430841
            588        1.89672        1.94629     0.00430191
            589        1.89601         1.9462     0.00429546
            590        1.89545        1.94612     0.00428904
            591        1.89506        1.94603     0.00428265
            592        1.89483        1.94594     0.00427629
            593        1.89475        1.94586     0.00426995
            594        1.89481        1.94577     0.00426363
            595        1.89502        1.94569     0.00425731
            596        1.89536         1.9456     0.00425101
            597        1.89583        1.94552      0.0042447
            598        1.89641        1.94544      0.0042384
            599        1.89711        1.94536     0.00423209
            600        1.89789        1.94528     0.00422578
            601        1.89877         1.9452     0.00421946
            602        1.89972        1.94512     0.00421312
            603        1.90073        1.94505     0.00420678
            604        1.90179        1.94498     0.00420042
            605        1.90289        1.94491     0.00419406
            606        1.90401        1.94484     0.00418768
            607        1.90516        1.94478     0.00418129
            608         1.9063        1.94471     0.00417489
            609        1.90745        1.94465     0.00416849
            610        1.90858        1.94459     0.00416207
            611        1.90969        1.94454     0.00415565
            612        1.91077        1.94448     0.00414923
            613        1.91183        1.94443      0.0041428
            614        1.91284        1.94438     0.00413637
            615        1.91382        1.94433     0.00412995
            616        1.91476        1.94428     0.00412352
            617        1.91565        1.94423      0.0041171
            618         1.9165        1.94419     0.00411068
            619        1.91731        1.94414     0.00410427
            620        1.91807         1.9441     0.00409787
            621        1.91879        1.94406     0.00409147
            622        1.91948        1.94402     0.00408508
            623        1.92013        1.94398      0.0040787
            624        1.92074        1.94395     0.00407234
            625        1.92132        1.94391     0.00406598
            626        1.92188        1.94387     0.00405964
            627         1.9224        1.94384     0.00405331
            628        1.92291        1.94381     0.00404699
            629        1.92339        1.94377     0.00404069
            630        1.92385        1.94374      0.0040344
            631        1.92429        1.94371     0.00402812
            632        1.92471        1.94368     0.00402186
            633        1.92511        1.94365     0.00401562
            634        1.92549        1.94362     0.00400938
            635        1.92584         1.9436     0.00400317
            636        1.92618        1.94357     0.00399697
            637        1.92648        1.94354     0.00399078
            638        1.92676        1.94352     0.00398461
            639          1.927        1.94349     0.00397846
            640         1.9272        1.94346     0.00397233
            641        1.92736        1.94344     0.00396621
            642        1.92746        1.94341     0.00396011
            643        1.92751        1.94339     0.00395403
            644        1.92749        1.94336     0.00394797
            645         1.9274        1.94334     0.00394192
            646        1.92722        1.94332      0.0039359
            647        1.92696        1.94329      0.0039299
            648         1.9266        1.94326     0.00392392
            649        1.92614        1.94324     0.00391796
            650        1.92556        1.94321     0.00391203
            651        1.92486        1.94318     0.00390612
            652        1.92404        1.94315     0.00390024
            653        1.92307        1.94312     0.00389439
