#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            543        2.69213        2.69164    4.20834e-05
            544        2.69219        2.69165    4.20181e-05
            545        2.69227        2.69165    4.19564e-05
            546        2.69235        2.69165    4.18995e-05
            547        2.69244        2.69165    4.18476e-05
            548        2.69253        2.69165    4.18021e-05
            549        2.69263        2.69165    4.17637e-05
            550        2.69273        2.69165     4.1734e-05
            551        2.69284        2.69166    4.17137e-05
            552        2.69296        2.69166    4.17048e-05
            553        2.69308        2.69166    4.17084e-05
            554         2.6932        2.69166    4.17258e-05
            555        2.69333        2.69167    4.17579e-05
            556        2.69346        2.69167    4.18065e-05
            557        2.69359        2.69167    4.18728e-05
            558        2.69372        2.69168    4.19575e-05
            559        2.69384        2.69168    4.20611e-05
            560        2.69397        2.69169    4.21838e-05
            561        2.69408        2.69169    4.23235e-05
            562        2.69419        2.69169    4.24816e-05
            563        2.69429         2.6917    4.26551e-05
            564        2.69437         2.6917    4.28422e-05
            565        2.69444        2.69171    4.30401e-05
            566         2.6945        2.69171    4.32458e-05
            567        2.69454        2.69172    4.34558e-05
            568        2.69456        2.69172    4.36653e-05
            569        2.69456        2.69173    4.38712e-05
            570        2.69453        2.69173    4.40693e-05
            571        2.69448        2.69174    4.42543e-05
            572         2.6944        2.69174    4.44217e-05
            573         2.6943        2.69175    4.45686e-05
            574        2.69418        2.69175    4.46921e-05
            575        2.69404        2.69176    4.47905e-05
            576        2.69387        2.69176    4.48627e-05
            577        2.69368        2.69176    4.49086e-05
            578        2.69347        2.69177    4.49281e-05
            579        2.69325        2.69177     4.4924e-05
            580        2.69302        2.69177    4.48983e-05
            581        2.69278        2.69177    4.48545e-05
            582        2.69252        2.69177     4.4796e-05
            583        2.69227        2.69177    4.47274e-05
            584        2.69202        2.69177    4.46529e-05
            585        2.69178        2.69177    4.45765e-05
            586        2.69154        2.69177    4.45022e-05
            587        2.69131        2.69177    4.44333e-05
            588         2.6911        2.69177    4.43724e-05
            589        2.69091        2.69177    4.43214e-05
            590        2.69073        2.69177    4.42813e-05
            591        2.69057        2.69177    4.42526e-05
            592        2.69044        2.69176    4.42348e-05
            593        2.69033        2.69176    4.42267e-05
            594        2.69024        2.69176    4.42266e-05
            595        2.69017        2.69176    4.42326e-05
            596        2.69013        2.69175    4.42426e-05
            597        2.69011        2.69175    4.42542e-05
            598         2.6901        2.69175     4.4266e-05
            599        2.69011        2.69175    4.42762e-05
            600        2.69015        2.69174    4.42827e-05
            601        2.69019        2.69174    4.42845e-05
            602        2.69024        2.69174    4.42811e-05
            603         2.6903        2.69174    4.42719e-05
            604        2.69037        2.69173    4.42566e-05
            605        2.69044        2.69173    4.42353e-05
            606        2.69051        2.69173     4.4208e-05
            607        2.69059        2.69173     4.4175e-05
            608        2.69066        2.69173    4.41369e-05
            609        2.69074        2.69172    4.40941e-05
            610        2.69081        2.69172    4.40472e-05
            611        2.69088        2.69172    4.39967e-05
            612        2.69095        2.69172    4.39429e-05
            613        2.69102        2.69172    4.38862e-05
            614        2.69108        2.69172     4.3827e-05
            615        2.69115        2.69172    4.37656e-05
            616        2.69122        2.69172     4.3702e-05
            617        2.69129        2.69172    4.36366e-05
            618        2.69137        2.69172    4.35695e-05
            619        2.69146        2.69171    4.35011e-05
            620        2.69155        2.69171    4.34318e-05
            621        2.69165        2.69171    4.33619e-05
            622        2.69177        2.69171    4.32923e-05
            623        2.69189        2.69171    4.32237e-05
