#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
            490       0.748651       0.805145     0.00851478
            491       0.745135       0.805023     0.00849832
            492       0.741776       0.804895     0.00848202
            493       0.738581        0.80476     0.00846588
            494        0.73556        0.80462      0.0084499
            495       0.732716       0.804475     0.00843408
            496       0.730055       0.804325     0.00841841
            497       0.727583        0.80417     0.00840289
            498         0.7253       0.804012     0.00838751
            499       0.723211        0.80385     0.00837226
            500       0.721314       0.803685     0.00835714
            501       0.719606       0.803517     0.00834215
            502       0.718085       0.803347     0.00832727
            503       0.716749       0.803175     0.00831249
            504       0.715596       0.803001     0.00829781
            505       0.714619       0.802826     0.00828323
            506       0.713816        0.80265     0.00826872
            507       0.713182       0.802474      0.0082543
            508       0.712713       0.802297     0.00823994
            509       0.712407        0.80212     0.00822564
            510       0.712259       0.801944      0.0082114
            511       0.712266       0.801769     0.00819721
            512       0.712425       0.801594     0.00818306
            513       0.712733       0.801421     0.00816894
            514       0.713187       0.801249     0.00815485
            515       0.713785       0.801079     0.00814078
            516       0.714523       0.800912     0.00812673
            517       0.715397       0.800746      0.0081127
            518       0.716403       0.800583     0.00809867
            519       0.717537       0.800423     0.00808464
            520       0.718795       0.800266     0.00807062
            521       0.720173       0.800113     0.00805659
            522       0.721666       0.799962     0.00804256
            523       0.723268       0.799816     0.00802852
            524       0.724973       0.799673     0.00801447
            525       0.726775       0.799534     0.00800041
            526       0.728669       0.799399     0.00798633
            527       0.730647       0.799269     0.00797224
            528       0.732702       0.799143     0.00795814
            529       0.734826       0.799021     0.00794403
            530       0.737012       0.798904      0.0079299
            531        0.73925       0.798792     0.00791576
            532       0.741533       0.798684     0.00790161
            533       0.743855       0.798581     0.00788746
            534       0.746212       0.798483      0.0078733
            535       0.748598        0.79839     0.00785913
            536       0.751008       0.798302     0.00784497
            537       0.753437       0.798218      0.0078308
            538       0.755882       0.798139     0.00781664
            539       0.758338       0.798066     0.00780249
            540       0.760802       0.797997     0.00778835
            541       0.763272       0.797932     0.00777421
            542       0.765744       0.797873      0.0077601
            543       0.768217       0.797818       0.007746
            544       0.770691       0.797769     0.00773192
            545       0.773166       0.797723     0.00771786
            546       0.775644       0.797683     0.00770383
            547       0.778125       0.797647     0.00768983
            548       0.780609       0.797616     0.00767586
            549       0.783097        0.79759     0.00766193
            550        0.78559       0.797568     0.00764803
            551       0.788089       0.797551     0.00763417
            552       0.790592       0.797538     0.00762035
            553       0.793099        0.79753     0.00760657
            554       0.795604       0.797527     0.00759284
            555       0.798106       0.797528     0.00757916
            556       0.800603       0.797533     0.00756553
            557        0.80309       0.797543     0.00755196
            558       0.805559       0.797557     0.00753844
            559       0.808006       0.797576     0.00752497
            560       0.810426       0.797599     0.00751157
            561       0.812813       0.797626     0.00749823
            562       0.815155       0.797657     0.00748495
            563       0.817444       0.797693     0.00747174
            564       0.819671       0.797731      0.0074586
            565       0.821828       0.797774     0.00744552
            566       0.823906        0.79782      0.0074325
            567       0.825895        0.79787     0.00741956
            568       0.827789       0.797922     0.00740669
            569       0.829579       0.797978     0.00739388
            570        0.83126       0.798037     0.00738114
            571       0.832827       0.798097     0.00736846
            572        0.83427       0.798161     0.00735585
            573       0.835585       0.798226      0.0073433
            574       0.836763       0.798293     0.00733082
            575       0.837806       0.798362     0.00731839
            576       0.838709       0.798432     0.00730602
            577       0.839469       0.798503      0.0072937
            578       0.840082       0.798575     0.00728144
            579       0.840547       0.798647     0.00726922
            580       0.840864        0.79872     0.00725706
            581       0.841032       0.798793     0.00724493
            582       0.841054       0.798866     0.00723285
            583       0.840929       0.798938      0.0072208
            584        0.84066       0.799009     0.00720879
            585       0.840249        0.79908     0.00719681
            586         0.8397       0.799149     0.00718486
            587       0.839019       0.799217     0.00717294
            588       0.838208       0.799283     0.00716105
            589       0.837267       0.799348     0.00714918
            590       0.836201        0.79941     0.00713734
            591       0.835016       0.799471     0.00712552
            592       0.833717       0.799528     0.00711372
            593        0.83231       0.799584     0.00710193
            594       0.830805       0.799636     0.00709017
            595       0.829208       0.799686     0.00707843
            596       0.827526       0.799733     0.00706671
            597       0.825767       0.799776     0.00705501
            598       0.823938       0.799817     0.00704332
            599       0.822046       0.799854     0.00703166
            600       0.820106       0.799887     0.00702002
            601       0.818126       0.799918     0.00700841
            602       0.816118       0.799945     0.00699682
            603       0.814094       0.799968     0.00698526
            604       0.812068       0.799988     0.00697372
            605       0.810051       0.800005     0.00696221
            606       0.808056       0.800018     0.00695074
            607       0.806096       0.800028     0.00693929
            608       0.804183       0.800035     0.00692788
            609       0.802331       0.800039     0.00691651
            610       0.800553        0.80004     0.00690517
            611        0.79886       0.800038     0.00689387
            612       0.797264       0.800033      0.0068826
            613       0.795777       0.800026     0.00687138
            614       0.794407       0.800017      0.0068602
            615       0.793166       0.800006     0.00684905
            616        0.79206       0.799993     0.00683794
            617       0.791093       0.799979     0.00682688
            618        0.79027       0.799963     0.00681585
            619       0.789596       0.799946     0.00680486
            620       0.789074       0.799929      0.0067939
            621       0.788708       0.799911     0.00678299
            622       0.788503       0.799892     0.00677211
            623        0.78846       0.799874     0.00676126
            624       0.788585       0.799856     0.00675045
            625       0.788882       0.799838     0.00673967
            626       0.789359       0.799821     0.00672893
            627       0.790022       0.799806     0.00671821
            628       0.790873       0.799792     0.00670753
            629       0.791922       0.799779     0.00669688
            630       0.793175       0.799769     0.00668626
            631        0.79464        0.79976     0.00667567
            632       0.796321       0.799755     0.00666511
            633       0.798224       0.799753     0.00665458
            634       0.800351       0.799754     0.00664408
            635       0.802703       0.799758     0.00663362
            636       0.805276       0.799767     0.00662319
            637       0.808065        0.79978     0.00661281
            638       0.811058       0.799798     0.00660247
            639       0.814244        0.79982     0.00659217
            640       0.817608       0.799848     0.00658193
            641       0.821133       0.799881     0.00657175
            642       0.824798        0.79992     0.00656163
            643       0.828579       0.799965     0.00655157
            644       0.832455       0.800015     0.00654159
            645       0.836401       0.800071      0.0065317
            646       0.840395       0.800134     0.00652188
            647       0.844414       0.800202     0.00651216
            648       0.848433       0.800277     0.00650254
            649       0.852426       0.800357     0.00649301
            650       0.856371       0.800443      0.0064836
            651       0.860248       0.800535     0.00647429
            652       0.864041       0.800633     0.00646509
