#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            617       -1.29347       -1.38964     0.00746122
            618       -1.29192       -1.38948     0.00745082
            619       -1.29021       -1.38932     0.00744051
            620       -1.28836       -1.38916     0.00743029
            621       -1.28638       -1.38899     0.00742017
            622       -1.28428       -1.38882     0.00741015
            623       -1.28209       -1.38865     0.00740023
            624       -1.27984       -1.38848     0.00739043
            625       -1.27752        -1.3883     0.00738074
            626       -1.27515       -1.38812     0.00737116
            627       -1.27273       -1.38794      0.0073617
            628        -1.2703       -1.38775     0.00735236
            629       -1.26784       -1.38756     0.00734314
            630       -1.26537       -1.38736     0.00733405
            631       -1.26288       -1.38717     0.00732508
            632        -1.2604       -1.38697     0.00731623
            633       -1.25792       -1.38676     0.00730751
            634       -1.25543       -1.38656     0.00729892
            635       -1.25293       -1.38635     0.00729046
            636       -1.25042       -1.38613     0.00728213
            637        -1.2479       -1.38591     0.00727393
            638       -1.24535       -1.38569     0.00726587
            639       -1.24278       -1.38547     0.00725794
            640       -1.24018       -1.38524     0.00725015
            641       -1.23754       -1.38501      0.0072425
            642       -1.23486       -1.38478     0.00723499
            643       -1.23213       -1.38454     0.00722763
            644       -1.22935        -1.3843     0.00722043
            645       -1.22651       -1.38406     0.00721337
            646       -1.22361       -1.38381     0.00720648
            647       -1.22067       -1.38356     0.00719975
            648       -1.21767        -1.3833     0.00719319
            649       -1.21463       -1.38304      0.0071868
            650       -1.21156       -1.38278     0.00718059
            651       -1.20847       -1.38251     0.00717455
            652       -1.20538       -1.38224     0.00716868
            653        -1.2023       -1.38196       0.007163
            654       -1.19925       -1.38168     0.00715749
            655       -1.19626        -1.3814     0.00715216
            656       -1.19335       -1.38111       0.007147
            657       -1.19055       -1.38082     0.00714201
            658       -1.18788       -1.38053     0.00713717
            659       -1.18538       -1.38023     0.00713248
