#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
            548        2.68398        2.68653     0.00044778
            549        2.68365        2.68652    0.000446995
            550        2.68335        2.68651     0.00044622
            551        2.68311        2.68651    0.000445453
            552        2.68293         2.6865    0.000444693
            553        2.68279         2.6865     0.00044394
            554        2.68271        2.68649    0.000443191
            555        2.68268        2.68648    0.000442445
            556        2.68268        2.68647    0.000441702
            557        2.68274        2.68647     0.00044096
            558        2.68283        2.68646    0.000440218
            559        2.68294        2.68646    0.000439476
            560        2.68308        2.68645    0.000438732
            561        2.68325        2.68644    0.000437987
            562        2.68344        2.68644    0.000437241
            563        2.68364        2.68643    0.000436492
            564        2.68385        2.68643    0.000435742
            565        2.68408        2.68642    0.000434991
            566         2.6843        2.68642    0.000434239
            567        2.68452        2.68642    0.000433486
            568        2.68474        2.68641    0.000432733
            569        2.68496        2.68641     0.00043198
            570        2.68518        2.68641    0.000431227
            571        2.68539        2.68641    0.000430476
            572        2.68559        2.68641    0.000429726
            573        2.68579        2.68641    0.000428977
            574        2.68598         2.6864     0.00042823
            575        2.68616         2.6864    0.000427486
            576        2.68634         2.6864    0.000426744
            577        2.68651         2.6864    0.000426004
            578        2.68667         2.6864    0.000425267
            579        2.68682        2.68641    0.000424533
            580        2.68696        2.68641    0.000423802
            581         2.6871        2.68641    0.000423075
            582        2.68723        2.68641     0.00042235
            583        2.68735        2.68641    0.000421629
            584        2.68745        2.68641    0.000420911
            585        2.68756        2.68641    0.000420196
            586        2.68766        2.68642    0.000419484
            587        2.68775        2.68642    0.000418776
            588        2.68784        2.68642     0.00041807
            589        2.68791        2.68642    0.000417368
            590        2.68799        2.68643    0.000416669
            591        2.68806        2.68643    0.000415973
            592        2.68811        2.68643     0.00041528
            593        2.68817        2.68643     0.00041459
            594        2.68823        2.68644    0.000413903
            595        2.68828        2.68644    0.000413219
            596        2.68831        2.68644    0.000412538
            597        2.68835        2.68645    0.000411859
            598        2.68838        2.68645    0.000411183
            599        2.68843        2.68645     0.00041051
            600        2.68845        2.68646    0.000409839
            601        2.68849        2.68646    0.000409171
            602        2.68852        2.68646    0.000408506
            603        2.68854        2.68647    0.000407843
            604        2.68857        2.68647    0.000407183
            605         2.6886        2.68647    0.000406525
