#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
            529       -1.25328       -1.41715     0.00897564
            530       -1.24759       -1.41683      0.0089644
            531       -1.24224        -1.4165     0.00895355
            532       -1.23728       -1.41616     0.00894306
            533       -1.23273       -1.41582      0.0089329
            534       -1.22864       -1.41547     0.00892304
            535       -1.22501       -1.41511     0.00891346
            536       -1.22189       -1.41475     0.00890412
            537       -1.21927       -1.41439     0.00889498
            538        -1.2172       -1.41402     0.00888599
            539       -1.21566       -1.41365     0.00887712
            540       -1.21468       -1.41328     0.00886833
            541       -1.21425       -1.41292     0.00885956
            542       -1.21436       -1.41255     0.00885079
            543         -1.215       -1.41219     0.00884196
            544       -1.21616       -1.41183     0.00883305
            545       -1.21781       -1.41147     0.00882401
            546       -1.21993       -1.41112     0.00881482
            547       -1.22248       -1.41077     0.00880545
            548       -1.22541       -1.41044     0.00879587
            549       -1.22867        -1.4101     0.00878608
            550       -1.23224       -1.40978     0.00877606
            551       -1.23604       -1.40947     0.00876579
            552       -1.24003       -1.40916     0.00875528
            553       -1.24416       -1.40886     0.00874453
            554       -1.24837       -1.40857     0.00873355
            555       -1.25263       -1.40829     0.00872233
            556       -1.25688       -1.40802     0.00871089
            557       -1.26109       -1.40775     0.00869925
            558       -1.26521        -1.4075     0.00868741
            559       -1.26923       -1.40725     0.00867539
            560       -1.27311       -1.40701      0.0086632
            561       -1.27682       -1.40678     0.00865087
            562       -1.28035       -1.40655      0.0086384
            563       -1.28369       -1.40634     0.00862581
            564       -1.28681       -1.40612     0.00861312
            565       -1.28973       -1.40592     0.00860034
            566       -1.29244       -1.40572     0.00858748
            567       -1.29494       -1.40552     0.00857456
            568       -1.29721       -1.40533     0.00856158
            569       -1.29928       -1.40515     0.00854856
            570       -1.30113       -1.40496     0.00853551
            571       -1.30278       -1.40478     0.00852244
            572       -1.30425       -1.40461     0.00850935
            573       -1.30551       -1.40444     0.00849626
            574       -1.30659       -1.40426     0.00848317
            575        -1.3075        -1.4041     0.00847008
            576       -1.30822       -1.40393     0.00845701
            577       -1.30879       -1.40377     0.00844396
            578       -1.30921        -1.4036     0.00843094
            579       -1.30948       -1.40344     0.00841794
            580       -1.30962       -1.40328     0.00840499
            581       -1.30962       -1.40312     0.00839206
            582        -1.3095       -1.40296     0.00837919
            583       -1.30926       -1.40279     0.00836636
            584       -1.30892       -1.40263     0.00835357
            585       -1.30847       -1.40247     0.00834084
            586       -1.30793       -1.40231     0.00832817
            587        -1.3073       -1.40215     0.00831556
            588       -1.30659       -1.40199       0.008303
            589       -1.30582       -1.40182     0.00829051
            590       -1.30496       -1.40166     0.00827808
            591       -1.30404       -1.40149     0.00826572
            592       -1.30309       -1.40133     0.00825343
            593       -1.30207       -1.40116     0.00824121
            594       -1.30099       -1.40099     0.00822906
            595       -1.29989       -1.40082     0.00821699
            596       -1.29875       -1.40065     0.00820499
            597       -1.29757       -1.40048     0.00819306
            598       -1.29637        -1.4003     0.00818121
            599       -1.29512       -1.40013     0.00816943
            600       -1.29386       -1.39995     0.00815774
            601       -1.29257       -1.39977     0.00814612
            602       -1.29126       -1.39959     0.00813458
            603       -1.28993       -1.39941     0.00812312
            604       -1.28856       -1.39923     0.00811175
            605       -1.28718       -1.39904     0.00810045
            606       -1.28576       -1.39886     0.00808924
            607       -1.28432       -1.39867     0.00807812
            608       -1.28285       -1.39848     0.00806708
            609       -1.28134       -1.39828     0.00805612
            610       -1.27981       -1.39809     0.00804526
            611       -1.27823       -1.39789     0.00803448
            612       -1.27659        -1.3977      0.0080238
            613       -1.27492       -1.39749     0.00801321
            614       -1.27318       -1.39729     0.00800271
            615       -1.27139       -1.39709     0.00799232
            616       -1.26953       -1.39688     0.00798203
            617        -1.2676       -1.39667     0.00797184
            618       -1.26558       -1.39646     0.00796176
            619       -1.26349       -1.39624      0.0079518
            620       -1.26131       -1.39603     0.00794195
            621       -1.25904       -1.39581     0.00793222
