#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         612   0.0295436   0.0292666  0.00019696
         613   0.0281788   0.0292648 0.000196646
         614   0.0292572   0.0292648 0.000196326
         615   0.0299066   0.0292658  0.00019601
         616   0.0240815   0.0292574 0.000195872
         617   0.0293109   0.0292575 0.000195555
         618   0.0240462   0.0292491  0.00019542
         619   0.0221646   0.0292376 0.000195439
         620   0.0238813    0.029229 0.000195315
         621   0.0221662   0.0292176 0.000195331
         622   0.0230721   0.0292077 0.000195267
         623   0.0216311   0.0291956 0.000195332
         624   0.0214063   0.0291831 0.000195417
         625   0.0241282    0.029175 0.000195272
         626   0.0360587    0.029186 0.000195269
         627   0.0247411   0.0291789 0.000195086
         628   0.0333722   0.0291856  0.00019489
         629   0.0302847   0.0291873 0.000194588
         630   0.0279703   0.0291854 0.000194289
         631    0.023934   0.0291771 0.000194159
         632   0.0299814   0.0291783 0.000193856
         633   0.0266728   0.0291744  0.00019359
         634   0.0222063   0.0291634 0.000193596
         635   0.0262085   0.0291587 0.000193347
         636   0.0295396   0.0291593 0.000193044
         637   0.0253429   0.0291533 0.000192834
         638   0.0267369   0.0291496 0.000192569
         639    0.025596    0.029144 0.000192348
         640   0.0298786   0.0291451 0.000192051
         641   0.0421563   0.0291654 0.000192821
         642   0.0440441   0.0291886 0.000193908
         643   0.0325444   0.0291938 0.000193677
         644    0.032462   0.0291989 0.000193443
         645   0.0280145   0.0291971 0.000193152
         646   0.0267684   0.0291933 0.000192889
         647   0.0371123   0.0292056 0.000192979
         648   0.0351112   0.0292147 0.000192896
         649   0.0333224    0.029221 0.000192703
         650   0.0293228   0.0292212 0.000192407
         651   0.0186778    0.029205 0.000192791
         652   0.0184928   0.0291885 0.000193195
         653   0.0185703   0.0291723 0.000193582
         654   0.0174079   0.0291543  0.00019412
         655   0.0189094   0.0291386 0.000194452
         656   0.0295438   0.0291393 0.000194157
         657   0.0310587   0.0291422 0.000193884
         658   0.0291169   0.0291421 0.000193589
         659   0.0250555   0.0291359 0.000193394
         660    0.020514   0.0291229 0.000193542
         661    0.019274    0.029108 0.000193822
